epoch,loss,accuracy,time
1,1.0124464949369432,0.513,17.37077045440674
2,0.9065704829692841,0.5645,20.153424978256226
3,0.8378133535981178,0.598375,17.06632900238037
4,0.7896049020290374,0.627,16.87675404548645
5,0.7596033838391304,0.64075,17.97120976448059
6,0.7037982637882233,0.6765,18.332275390625
7,0.6724669432640076,0.700625,18.698222875595093
8,0.6639511960744858,0.70075,18.321120977401733
9,0.6026296167373657,0.736375,21.473040103912354
10,0.5489822393357754,0.7595,20.928914308547974
11,0.5464164452552795,0.764625,21.923218488693237
12,0.5407235724031925,0.7585,19.59625554084778
13,0.4984036867767572,0.78,20.1642746925354
14,0.4522917843312025,0.803,18.492980480194092
15,0.6007180874347686,0.749375,17.12282657623291
16,0.49881267073750496,0.785625,18.758047342300415
17,0.4639272684752941,0.800375,19.181854248046875
18,0.46184232825040816,0.79975,20.671180248260498
19,0.44775862608850003,0.82175,19.91039514541626
20,0.37800627909600737,0.848,21.716986894607544
21,0.3415307708531618,0.8615,20.95248055458069
22,0.33496728705614803,0.868,22.56691837310791
23,0.4987052804380655,0.792125,21.042436122894287
24,0.2950704886764288,0.882875,20.435582399368286
25,0.3083729505613446,0.87175,20.620976209640503
26,0.3058515112772584,0.881125,22.520836114883423
27,0.32324765146523715,0.87925,24.604800939559937
28,0.2806112192794681,0.88725,25.68633723258972
29,0.2592220346108079,0.903375,24.613704442977905
30,0.26618377256020903,0.90675,22.824057579040527
31,0.22607126368954777,0.91825,21.22119665145874
32,0.2275480692461133,0.923125,20.050474166870117
33,0.19633336094766854,0.932,20.71377992630005
34,0.2470227554216981,0.915375,21.896819591522217
35,0.14434238110855221,0.95525,21.724345922470093
36,0.12509959256462752,0.9605,20.43494939804077
37,0.16260884878598153,0.944375,19.818594694137573
38,0.12328703750204295,0.961,23.054434299468994
39,0.19782498844712973,0.93,22.0180184841156
40,0.1666004212135449,0.9465,24.79559826850891
41,0.15644963454082608,0.94825,19.78628635406494
42,0.13911888913065196,0.95575,21.275315284729004
43,0.10925812547653914,0.964875,21.509806871414185
44,0.12581948869954795,0.96275,18.894600868225098
45,0.10889850807748735,0.966375,18.880927562713623
46,0.08369836086779833,0.978,20.836653232574463
47,0.1833853831065353,0.935125,19.151034832000732
48,0.09465227341931313,0.97475,19.01070213317871
49,0.0988249640641734,0.972625,18.95623207092285
50,0.072632189755328,0.97975,18.833225965499878
51,0.07249341003177688,0.9805,22.289788722991943
52,0.06726195783144795,0.9825,19.02708411216736
53,0.29435119884461164,0.9135,18.719929695129395
54,0.08169925919501111,0.979125,18.779894828796387
55,0.08896628284826874,0.974375,22.559699535369873
56,0.0510787287815474,0.98925,21.765394687652588
57,0.046018596264533695,0.990125,21.064236164093018
58,0.049597462125122546,0.989125,21.284443378448486
59,0.05681806683680043,0.98525,19.366296529769897
60,0.03916832693858305,0.991375,19.041735887527466
61,0.14277586705656722,0.9585,20.810972452163696
62,0.06763705957052298,0.98125,22.071459531784058
63,0.03915566781838425,0.9915,20.04239010810852
64,0.033992964586941524,0.993125,19.674565076828003
65,0.03196307840256486,0.99325,20.794862747192383
66,0.04525686999032041,0.987375,20.38904857635498
67,0.04815675382292829,0.98825,20.252622842788696
68,0.032131913294433614,0.9935,20.224143266677856
69,0.0299313547424681,0.9935,20.17631959915161
70,0.028945181322938877,0.9935,21.284793853759766
71,0.03393626125872834,0.991875,18.623830318450928
72,0.040101756430929524,0.990625,19.278759002685547
73,0.058135674708464646,0.984,18.81411075592041
74,0.03168741133250296,0.993125,18.84379816055298
75,0.027379111333284526,0.99375,18.979456901550293
76,0.0290487422227161,0.992875,20.12847089767456
77,0.026565474490227642,0.993625,19.389352798461914
78,0.02594796549406601,0.99375,19.460280895233154
79,0.024902890267039766,0.993875,18.83583426475525
80,0.048564549803209955,0.98625,18.950735330581665
81,0.08035579837230034,0.977125,19.98705530166626
82,0.028498724966251755,0.993375,19.3255352973938
83,0.037419489918800536,0.990875,19.277971506118774
84,0.024780625327082816,0.994,22.575796127319336
85,0.03701325318025192,0.989875,21.50620198249817
86,0.36114199013021425,0.91225,21.058016777038574
87,0.17736757727246732,0.932375,22.823289394378662
88,0.05672934102377621,0.985,20.482037782669067
89,0.039514840996591374,0.990625,24.32348322868347
90,0.03560316977102775,0.99175,19.62739872932434
91,0.10992845951160415,0.961875,18.665084838867188
92,0.06691121494595427,0.983625,22.777761220932007
93,0.038679196775970925,0.990625,21.35978412628174
94,0.06954394581430824,0.98125,21.459662675857544
95,0.053924459448317065,0.984375,19.821779489517212
96,0.027163432566972914,0.99425,20.23744511604309
97,0.06720115087158046,0.982625,20.380066394805908
98,0.024731651487294583,0.99475,20.148927450180054
99,0.0229174837890896,0.99475,21.492311477661133
100,0.022641742143547163,0.994875,20.556092262268066
